id;employer_id;user_id;user_country;client_type;slug;name;description;skill_id;subcategory_id;type;budget;status;el1;created
3162961;11111422;11114108;BR;rebuy;pequenos-ajustes-loja-tray;Pequenos Ajustes - Loja Tray;"- Preciso que as estrelas de avaliação se sejam preenchidas, sem avaliação;
- Fazer com que o pop up só apareça no movimento de fechamento da janela; 
- Diminuir a altura do fullbanner, para aparecer o banner tarja na primeira ""banda"" do site;";67;146;fixed;entre 250 y 500 usd;open;VERDADEIRO;2025-7-10, 14:07
3162962;12256847;12259922;PE;new;diseno-de-landing-page-de-un-formulario-para-un-programa-educativo;Diseño de Landing Page de un Formulario para un Programa Educativo;Necesito que se diseñe una página web en la que dentro tiene que haber un formulario, principalmente la maqueta del diseño por que nosotros contamos con un diseñador pero necesitamos alguien que sepa armar la página web.;437;747;fixed;entre 50 y 100 usd;open;FALSO;2025-7-10, 14:08
3162974;12257008;12260083;BR;new;desenvolvimento-de-loja-online-completa-e-otimizada;Desenvolvimento de Loja Online Completa e Otimizada;Procuramos um desenvolvedor experiente para criar uma loja online completa e funcional. O projeto envolve o desenvolvimento de uma plataforma de e-commerce robusta, com foco na experiência do usuário e na otimização para vendas. As funcionalidades essenciais incluem: Catálogo de produtos com múltiplas categorias e filtros. Carrinho de compras intuitivo e processo de checkout simplificado. Integração com gateways de pagamento seguros. Gestão de pedidos e estoque. Area de usuário para acompanhamento de pedidos. Painel administrativo para gerenciamento completo da loja. A loja deve ser responsiva, garantindo uma ótima visualização em dispositivos móveis e desktops. Buscamos um profissional com conhecimento em plataformas de e-commerce e proficiência em tecnologias web. O objetivo é entregar uma solução escalável e segura que impulsione nossas vendas online.;67;146;fixed;entre 0 y 50 usd;open;FALSO;2025-7-10, 14:14
3162987;1729742;1732573;BR;rebuy;edicao-e-redesign-de-site-wordpress-para-martelinho-de-ouro;Edição e Redesign de Site Wordpress para Martelinho de Ouro;"Estamos buscando um desenvolvedor WordPress experiente para realizar a edição e o redesign de nosso site atual. O objetivo principal é transformar o site não tem loja virtual apenas  um site institucional focado exclusivamente no segmento de martelinho de ouro. O site atual está em https://ljamartelinhodeouro.com.br/ e precisamos que a funcionalidade de e-commerce seja completamente removida. Buscamos um design moderno e profissional, alinhado com a estética de um site de referência que nos agradou, disponível em https://martelinhogoldimpact.com.br/. O profissional será responsável por:

- Analisar a estrutura atual do site WordPress.
- Remover todas as funcionalidades e seções relacionadas à loja virtual.
- Redesenhar as páginas existentes para refletir um site institucional de serviços.
- Implementar um layout e estilo visual semelhante ao site de referência fornecido, mantendo a identidade da nossa marca.
- Garantir que o site seja responsivo e funcione perfeitamente em todos os dispositivos (desktop, tablet, mobile).
- Otimizar o desempenho e a velocidade de carregamento do site.
- Realizar testes completos para garantir a ausência de bugs e a correta exibição do conteúdo.

É Fundamental que o profissional tenha experiência comprovada com WordPress e seja capaz de entregar um site limpo, funcional e visualmente atraente, sem a complexidade de uma loja online. A comunicação clara e a atenção aos detalhes serão essenciais para o sucesso deste projeto.";67;858;fixed;entre 0 y 50 usd;cancelled;FALSO;2025-7-10, 14:18
3162989;7440551;7443264;ES;rebuy;especialista-en-seo-avanzado-y-posicionamiento-en-ia-para-flumine-es;Especialista en Seo Avanzado y Posicionamiento en Ia para Flumine.es;"Buscamos un especialista en SEO y posicionamiento avanzado en Inteligencia Artificial para optimizar la visibilidad de nuestro sitio web, Flumine.es. Este proyecto de larga duración (6+ meses) requiere un profesional con experiencia probada en estrategias de seo tradicionales y emergentes, incluyendo la optimización para motores de búsqueda basados en ia como chatgpt y gemini. El alcance del proyecto incluye:

SEO Tradicional:
* Auditoría técnica mensual exhaustiva para identificar y resolver problemas de rendimiento y rastreo.
* Creación y optimización de 1-2 artículos de contenido de alta calidad por mes, enfocados en palabras clave relevantes y la intención del usuario.
* Estrategias de linkbuilding activas para adquirir 2-3 backlinks de calidad por mes, mejorando la autoridad de dominio.

Posicionamiento en Inteligencia Artificial:
* Desarrollo de contenidos específicos en formato FAQ (Preguntas Frecuentes) diseñados para ser fácilmente interpretados y utilizados por modelos de IA en sus respuestas.
* Implementación y optimización de datos estructurados (Schema.org) para mejorar la comprensión del contenido por parte de los algoritmos de búsqueda y IA.
* Monitorización continua del rendimiento y la visibilidad del sitio en herramientas de búsqueda tradicionales y plataformas de IA.

Entregables Clave:
* Informes mensuales detallados que cubran el rendimiento en Google y el posicionamiento en IA.
* Contenidos seo optimizados y adaptados para la visibilidad en ia.
* Un flujo constante de backlinks de calidad.

Requisitos del Candidato:
* Experiencia sólida en SEO técnico y on-page.
* Conocimiento profundo y experiencia práctica con herramientas de Inteligencia Artificial aplicadas al SEO.
* Dominio de herramientas de análisis SEO como SEMrush, Ahrefs y Google Analytics.

Duración del Proyecto: Se espera una colaboración a largo plazo, con una duración inicial de 6 meses o más.

En su propuesta, por favor incluya:
* Casos de éxito o ejemplos de proyectos similares que haya completado.
* Las herramientas y metodologías que utiliza habitualmente.
* Un plan de acción detallado para los primeros 30 días de colaboración.

Esta es una excelente oportunidad para un profesional que busque un proyecto estable y desafiante en un sector en constante crecimiento.";499;307;fixed;entre 100 y 250 usd;open;VERDADEIRO;2025-7-10, 14:19
3162990;3806056;3808835;BR;rebuy;desenvolver-um-folheto-e-folder-para-divulga-fisicamente;Desenvolver um folheto e folder para divulga fisicamente;Quero folheto  e folder para divulgar os meus serviços de fisioterapia  fisicamente , mostrando que há um serviço de fisioterapia eficiente que da resultados;437;747;fixed;entre 0 y 50 usd;open;VERDADEIRO;2025-7-10, 14:19
3162994;9928514;9931203;CO;new;colmedbridge;Colmedbridge;Necesito perfeccionar mi marca corporativa, en este momento ya tenemos logo y paleta de colores, necesitamos estandarizar nuestras comunicaciones y nuestra marca, básicamente un manual de marca e imagen corporativa. Es importante también definir un estándar para redes sociales.;437;676;fixed;entre 50 y 100 usd;open;VERDADEIRO;2025-7-10, 14:20
3163009;12256607;12259682;MX;new;disenar-imagen-coorporativa-1;Diseñar imagen coorporativa;necesito desarrollar el logotipo e imagen institucional, elbaoración de presentación corporativa, diseño de flyer digital para redes sociales, diseño de correo de presentación y diseño de página web;437;676;fixed;entre 100 y 250 usd;open;FALSO;2025-7-10, 14:30
3163014;5184854;5187593;PE;rebuy;necesito-redisenar-un-codigo-app-ios;Necesito Rediseñar Un Codigo App Ios;Necesito rediseñar un codigo app ios, solo la parte principal, solo es mover parte grafica, todo lo demas queda igual, no hay que agregar funciones solo es mover el diseño;67;228;fixed;entre 0 y 50 usd;rating;VERDADEIRO;2025-7-10, 14:31
3163029;10456305;10458993;CO;rebuy;asesoria-y-solucion-de-problemas-de-enlaces-y-categorias-en-landing-page-de-hostinger;Asesoría y Solución de Problemas de Enlaces y Categorías en Landing Page de Hostinger;Necesito la asistencia de un profesional para resolver problemas con los enlaces de productos y sus respectivas categorías en una landing page que estoy desarrollando en Hostinger. La página presenta inconvenientes en la correcta vinculación de los productos con sus secciones correspondientes, lo que afecta la navegación y la experiencia del usuario. Se requiere una revisión exhaustiva para identificar la causa raíz de estos fallos y aplicar las soluciones necesarias para asegurar que todos los enlaces funcionen correctamente y las categorías se muestren de manera adecuada. Busco a alguien con experiencia en desarrollo web y plataformas de hosting como Hostinger, capaz de diagnosticar y solucionar estos problemas de manera eficiente.;67;146;hourly;mas de 45 usd/hs;working;VERDADEIRO;2025-7-10, 14:43
3163032;2053389;2056214;AR;rebuy;diseno-de-etiquetas-para-packaging-de-productos-de-panaderia-y-pasteleria-logo-ya-definido;Diseño de Etiquetas para Packaging de Productos de Panadería y Pastelería (logo ya definido);Estamos buscando un/a diseñador/a gráfico/a con experiencia comprobada en diseño de packaging para la industria alimenticia, específicamente para productos de panadería y pastelería. El proyecto consiste en el diseño de dos etiquetas frontales distintas, una para galletitas pepas y otra para scones. Es fundamental que ambas etiquetas mantengan una identidad visual coherente y armonicen con nuestro logo existente, el cual será proporcionado y no requiere modificaciones, solo su integración efectiva en el diseño. Buscamos una estética visual atractiva que resalte el carácter artesanal o casero de nuestros productos, o la que el profesional considere más adecuada para captar la atención en góndola. Los entregables esperados son los archivos finales listos para impresión en formatos profesionales como ai, pdf, eps, entre otros. Se valorará la experiencia previa en proyectos similares de diseño de etiquetas o packaging alimenticio, así como el conocimiento sobre los requisitos de impresión para packaging flexible o flowpack. Un excelente manejo de tipografía y colores para asegurar la visibilidad y el atractivo en el punto de venta es crucial. Agradecemos la presentación de un portfolio con trabajos relevantes.;437;676;fixed;entre 50 y 100 usd;finished;VERDADEIRO;2025-7-10, 14:47
3163062;7528349;7531060;MX;rebuy;configuracion-completa-de-servidor-whm-para-tienda-online-wordpress;Configuración Completa de Servidor Whm para Tienda Online Wordpress;Se requiere un profesional con experiencia para configurar un servidor WHM (WebHost Manager) desde cero, con el objetivo de alojar una tienda en línea basada en WordPress. El proyecto incluye la instalación y configuración de cPanel, la optimización del servidor para un rendimiento óptimo de WordPress y WooCommerce, la configuración de bases de datos MySQL, PHP y la seguridad básica del servidor. Es fundamental asegurar que la configuración permita un entorno estable y escalable para el comercio electrónico. Se valorará la experiencia previa en la gestión de servidores Linux y la resolución de problemas de rendimiento.;67;146;fixed;entre 100 y 250 usd;open;VERDADEIRO;2025-7-10, 14:57
3163063;12257430;12260505;MZ;new;criacao-de-loja-virtual-para-venda-de-roupas-e-calcados;Criação de Loja Virtual para Venda de Roupas e Calçados;O projeto consiste na criação de uma loja virtual completa para a venda de roupas e calçados. A plataforma deve ser robusta, segura e fácil de usar, tanto para o administrador quanto para os clientes. É Essencial que o site possua um design responsivo, adaptável a diferentes dispositivos (desktop, tablet e mobile), e que ofereça uma experiência de compra intuitiva. As funcionalidades esperadas incluem: Catálogo de produtos com fotos, descrições detalhadas e opções de variação (tamanho, cor). Carrinho de compras e checkout seguro. Integração com sistemas de pagamento online. Gestão de pedidos e estoque. ÁRea de cliente para acompanhamento de pedidos. Ferramentas de busca e filtragem de produtos. Otimização para motores de busca (SEO básico). Possibilidade de integração com redes sociais. Busca-se um profissional com experiência comprovada em desenvolvimento de e-commerce e que possa oferecer soluções escaláveis para o crescimento futuro da loja.;67;146;fixed;entre 1000 y 3000 usd;open;FALSO;2025-7-10, 14:57
3163075;4734287;4737038;BR;rebuy;criacao-de-landing-page-otimizada-no-wordpress-para-conversao-em-vendas;Criação de Landing Page Otimizada no Wordpress para Conversão em Vendas;"Procuramos um especialista para desenvolver uma landing page de alta performance no WordPress, focada em maximizar a conversão de visitantes em leads e vendas. A página deve ser visualmente atraente, responsiva para todos os dispositivos (desktop, tablet e mobile), e otimizada para carregamento rápido e SEO.

Requisitos:
Design moderno e intuitivo, alinhado à identidade visual da marca.
Implementação no WordPress, utilizando temas e plugins otimizados para performance e segurança.
Integração com formulários de contato ou ferramentas de CRM para captura de leads.
Chamadas para ação (CTAs) claras e persuasivas.
Otimização para velocidade de carregamento e experiência do usuário (UX).
Conhecimento em boas práticas de SEO para landing pages.
Capacidade de entregar um produto final que impulsione resultados de vendas.

O freelancer deverá apresentar um portfólio relevante de projetos anteriores de landing pages com foco em conversão.";67;858;fixed;entre 0 y 50 usd;working;VERDADEIRO;2025-7-10, 15:07
3163077;12257499;12260574;BR;new;vendas-lautunno-mio;Vendas Lautunno mio;Eu preciso de alguém que cresça o Instagram(feed, stories e reels) e do TikTok (vídeos) da minha loja de roupas gringas femininas;499;307;fixed;entre 50 y 100 usd;open;FALSO;2025-7-10, 15:08
3163081;372907;373099;PE;rebuy;desarrollo-e-commerce-enlazado-a-erp-en-uso-por-api;Desarrollo E-Commerce enlazado a Erp  en uso por Api;"Actualmente en nuestro negocio usamos un sistema ERP(web) que lo queremos enlazar a un e-commerce mediante api que nos proporciona nuestro proveedor.
Adjuntamos los modulos que deseamos.";67;146;fixed;entre 500 y 1000 usd;working;VERDADEIRO;2025-7-10, 15:10
3163099;12257315;12260390;BR;new;assistencia-especializada-para-configuracao-de-plugin-elementor-no-wordpress;Assistência Especializada para Configuração de Plugin Elementor no Wordpress;Preciso de um profissional experiente em WordPress e Elementor para me ajudar a configurar um plugin específico. Estou enfrentando dificuldades e preciso de assistência para garantir que o plugin funcione corretamente e se integre bem ao meu site. Por favor, detalhe sua experiência com Elementor e plugins, e como você abordaria a resolução deste problema.;67;858;fixed;entre 0 y 50 usd;finished;VERDADEIRO;2025-7-10, 15:23
3163107;147708;147708;BR;rebuy;especialista-em-woocommerce-para-desenvolvimento-e-manutencao-de-lojas-online;Especialista em Woocommerce para Ajustes;Estamos buscando um especialista em WooCommerce para ajustar algumas paginas, configurar woocomerce subscription e ajustar planos no paid membership pro. è Um trabalho pontual para que possa lançar o site. Acredito que seja em 1 hora consiga resolver para gente.  Procuramos alguém com vasta experiência em desenvolvimento e manutenção de e-commerce, focado em soluções robustas e eficientes.;67;146;fixed;entre 50 y 100 usd;open;VERDADEIRO;2025-7-10, 15:28
3163109;2490873;2493681;ES;rebuy;desarrollo-de-aplicacion-android-con-grabacion-de-video-y-control-usb-c;Desarrollo de Aplicación Android con Grabación de Video y Control Usb-C;"Se requiere el desarrollo de una aplicación móvil para Android con funcionalidades específicas. La aplicación debe ser capaz de grabar video utilizando la cámara del dispositivo y guardar los archivos de video resultantes. Adicionalmente, la app deberá permitir la reproducción de un video previamente existente. Un requisito clave es la capacidad de interactuar con un teléfono externo conectado a la entrada USB-C del dispositivo principal, con el objetivo de ""colgar"" o finalizar una llamada en dicho teléfono conectado. Se busca un desarrollador con experiencia en programación Android y manejo de hardware a través de USB-C.

La función de la app seria la siguiente. Cuando la app esta previamente abierta la pantalla se mantiene apagada. Al descolgar o detectar movimiento el micrófono conectado al puesto USB, se encenderá la pantalla y reproducirá el video previamente cargado. Cuando acabe dicho video, comenzará a grabar con la cámara del teléfono y al soltar el micrófono en su lugar, se finalizará el video y se guardará el video resultante. Puedo obtener el adware necesario para la detección del movimiento del micrófono";67;228;fixed;entre 50 y 100 usd;cancelled;VERDADEIRO;2025-7-10, 15:30
3163113;3302068;3304855;BR;new;ciracao-de-site;Ciração De Site;Preciso de um site bem dinâmico para um escritório de contabilidade especializado em atendimento a advogados, profissionais da saúde (médicos, dentista, fisioterapeuta, psicologos), clinica médicas e negócios digitais;67;858;fixed;entre 250 y 500 usd;open;VERDADEIRO;2025-7-10, 15:36
3163129;10562513;10565200;BR;new;criacao-de-identidade-visual-completa-para-marca-de-roupas;Criação de Identidade Visual Completa para Marca de Roupas;"Estamos buscando um designer talentoso para criar a identidade visual completa para nossa nova marca de roupas. O projeto abrange tanto a loja física quanto a virtual, exigindo uma abordagem coesa e impactante para ambos os canais. O escopo inclui, mas não se limita a:

*   Criação de logotipo principal e variações.
*   Definição de paleta de cores e tipografia.
*   Desenvolvimento de diretrizes de marca (manual de identidade visual).
*   Design de elementos para a loja física (sinalização, embalagens, etiquetas).
*   Design de elementos para a loja virtual (ícones, banners, layout visual para e-commerce).

O objetivo é estabelecer uma identidade de marca forte, moderna e memorável que ressoe com nosso público-alvo e transmita os valores da nossa marca. Buscamos um profissional com experiência comprovada em design de identidade visual e que possa entregar um trabalho de alta qualidade e originalidade.";437;676;fixed;entre 0 y 50 usd;cancelled;VERDADEIRO;2025-7-10, 15:46
3163139;12257977;12261052;BR;new;implementacao-de-multiplos-centros-de-distribuicao-no-woocommerce;Implementação de Múltiplos Centros de Distribuição no Woocommerce;"Estamos buscando um desenvolvedor experiente para implementar a funcionalidade de múltiplos centros de distribuição em nossa loja WooCommerce existente. Atualmente, a loja opera com um único centro de distribuição, e precisamos expandir essa capacidade para otimizar nossa logística e atendimento ao cliente.
O projeto necessita calculo de preços e prazos com base no CEP do cliente. Além disso, é crucial que o sistema realize a dedução automática do estoque de cada centro de distribuição após a venda e que seja capaz de gerar etiquetas de envio diretamente integradas com a plataforma Melhor Envio
Buscamos um profissional com profundo conhecimento em WooCommerce para garantir uma implementação robusta e eficiente.";67;146;fixed;entre 50 y 100 usd;open;VERDADEIRO;2025-7-10, 15:57
3163141;12240417;12243488;BR;new;desenvolvimento-de-jogo-de-simulacao-e-batalha-de-dinossauros-para-android;Desenvolvimento de Jogo de Simulação e Batalha de Dinossauros para Android;Procuramos um desenvolvedor de jogos experiente para criar um jogo completo de simulação e estratégia com tema de dinossauros para a Google Play Store. O jogo deve incluir as seguintes funcionalidades principais: Simulação e Construção: Os jogadores deverão construir e gerenciar suas próprias bases ou habitats de dinossauros, com elementos de simulação de ecossistema e gerenciamento de recursos. Dinossauros e Batalhas: Implementação de um sistema de coleta e criação de dinossauros, cada um com habilidades e características únicas. O jogo deve apresentar um sistema de batalha envolvente, permitindo que os dinossauros se enfrentem em combates estratégicos. Coleta de Recursos: Mecânicas para os jogadores coletarem diferentes tipos de recursos no ambiente do jogo, essenciais para a construção, evolução de dinossauros e outras atividades. Criação e Gerenciamento de Equipes: Um sistema robusto para os jogadores formarem e gerenciarem equipes de dinossauros, com opções de treinamento, evolução e personalização para otimizar o desempenho em batalhas. Interface e Experiência do Usuário: O projeto exigirá uma interface de usuário intuitiva e uma experiência de jogo fluida, otimizada para dispositivos móveis Android. Gráficos e Áudio: Embora o foco principal seja a programação, é esperado que o desenvolvedor tenha capacidade de integrar ou colaborar com ativos gráficos e sonoros de alta qualidade para criar um ambiente imersivo. O objetivo é entregar um jogo divertido e engajante, com potencial para futuras expansões e atualizações.;67;228;hourly;mas de 45 usd/hs;open;FALSO;2025-7-10, 15:58
3163158;12258079;12261154;AR;new;desarrollo-de-pagina-web-para-gestion-de-pre-autorizaciones-y-captura-de-pagos-con-paypal;Desarrollo de Página Web para Gestión de Pre-autorizaciones y Captura de Pagos con Paypal;Se requiere el desarrollo de una página web funcional dedicada a la gestión de pre-autorizaciones de pagos a través de PayPal. El objetivo principal es permitir a los usuarios solicitar y registrar pre-autorizaciones de fondos, así como la capacidad de capturar dichos pagos cuando sea necesario. El proyecto implica la integración con la API de PayPal para manejar las transacciones de forma segura y eficiente. Es fundamental que la solución sea robusta, fácil de usar y que garantice la correcta comunicación con la plataforma de PayPal. Se valorará la experiencia previa en integraciones de pasarelas de pago y el desarrollo de sistemas transaccionales.;67;146;fixed;entre 100 y 250 usd;open;VERDADEIRO;2025-7-10, 16:10
3163166;9838940;9841631;ES;rebuy;diseno-y-desarrollo-de-landing-page-profesional-en-wordpress;Diseño y Desarrollo de Landing Page Profesional en Wordpress;Estamos buscando un diseñador web experimentado y proactivo para el diseño y desarrollo de una landing page profesional en WordPress. Necesitamos a alguien con ideas frescas y un excelente ojo para el detalle, capaz de crear una página visualmente atractiva y altamente funcional. El profesional seleccionado deberá implicarse desde la fase inicial de conceptualización hasta la implementación final del proyecto, asegurando que la landing page sea optimizada para la conversión y cumpla con los objetivos establecidos.;67;497;fixed;entre 100 y 250 usd;open;FALSO;2025-7-10, 16:19
3163176;12258336;12261411;BR;new;criacao-de-album-fotografico-profissional-casos-clinicos-antes-e-depois;Criação de Álbum Fotográfico Profissional: Casos Clínicos Antes e Depois;Estamos buscando um profissional qualificado para criar um álbum de fotografias impactante, focado em apresentar os resultados de 'antes e depois' dos casos de nossa clínica. O objetivo é desenvolver um material visual de alta qualidade que demonstre a eficácia dos nossos tratamentos e sirva como portfólio para novos clientes. O projeto envolve a organização e edição de um conjunto de fotografias fornecidas, com foco na melhoria da qualidade visual e na criação de um layout coeso e profissional para o álbum. Espera-se que o álbum seja entregue em formato digital, pronto para impressão e uso online. O profissional deve ter experiência em edição de imagem e design gráfico, com atenção aos detalhes e capacidade de realçar os resultados de forma ética e atraente.;437;676;fixed;entre 0 y 50 usd;open;VERDADEIRO;2025-7-10, 16:31
3163177;8760544;8763243;BR;new;criacao-e-diagramacao-de-documentos-em-pdf-para-impressao-com-colagens-digitais;Criação e Diagramação de Documentos em Pdf para Impressão com Colagens Digitais;O projeto consiste na criação e diagramação de documentos para impressão, utilizando colagens digitais fornecidas. O profissional será responsável por garantir a alta resolução das imagens, realizando melhorias e ajustes de qualidade quando necessário. As imagens deverão ser organizadas em cerca de 20 páginas, respeitando proporções específicas para posterior recorte e colagem manual. Enviarei imagem das colagens digitais, para o profissional entender as proporções de cada imagem nos documentos. O produto final deve ser entregue em formato PDF, pronto para impressão, assegurando a fidelidade visual e a qualidade necessária para o material impresso. É Fundamental atenção aos detalhes de layout e à otimização das imagens para o processo de impressão.;437;676;fixed;entre 0 y 50 usd;open;VERDADEIRO;2025-7-10, 16:33
3163179;1081322;1083360;BR;new;design-de-adesivo-chamativo-para-fachada-de-vidro-de-restaurante-oriental-kotchi;Design de Adesivo Chamativo para Fachada de Vidro de Restaurante Oriental Kotchi;Estamos buscando um designer talentoso para criar um adesivo chamativo e criativo para a fachada de vidro do nosso novo restaurante de espetinhos orientais, Kotchi. O restaurante está localizado em um shopping e a fachada é toda em vidro, o que oferece uma grande oportunidade para um design impactante que atraia a atenção dos clientes. O objetivo é desenvolver uma arte visual que reflita a identidade da culinária oriental, seja moderna e convidativa, e que se destaque no ambiente do shopping. O design deve ser original e considerar a visibilidade tanto de dentro quanto de fora do estabelecimento. Precisamos de um conceito visual que transmita a essência do Kotchi e convide as pessoas a experimentar nossos espetinhos.;437;676;fixed;entre 50 y 100 usd;rating;VERDADEIRO;2025-7-10, 16:34
3163182;344900;345089;BR;rebuy;planta-e-projeto-em-3d-kitnet;Planta E Projeto Em 3d Kitnet;Olá boa tarde! Preciso de uma planta e projeto em 3d de uma kitnet em um terreno de 4/9.  Terá uma pequena varanda na frente, apenas um quarto e cozinha americana.;545;875;fixed;entre 50 y 100 usd;open;VERDADEIRO;2025-7-10, 16:36
3163185;7320952;7323665;AR;new;auditoria-seo-rediseno-web-y-gestion-integral-de-marketing-digital;Auditoría Seo, Rediseño Web y Gestión Integral de Marketing Digital;Estamos buscando un profesional experimentado para llevar a cabo una auditoría SEO exhaustiva de nuestro sitio web actual, implementar un rediseño completo del mismo, desarrollar un calendario de contenidos estratégico y gestionar nuestras campañas de Google y Meta Ads. El objetivo principal es mejorar nuestra visibilidad online, la experiencia del usuario y optimizar las tasas de conversión. Requerimos un enfoque integral que abarque desde la optimización técnica del sitio hasta la ejecución de campañas publicitarias de alto rendimiento. El rediseño web debe ser moderno, responsivo y centrado en la usabilidad, mientras que las estrategias de contenido y publicidad deben estar alineadas con nuestros objetivos de negocio. Buscamos un freelancer con probada experiencia en cada una de estas áreas.;499;307;hourly;entre 15 y 45 usd/hs;open;VERDADEIRO;2025-7-10, 16:37
3163189;12258400;12261475;BR;new;inclusao-pop-up;Inclusão Pop Up;"Incluir um pop up para carregar uma chamada de Assembleia de debenturistas.
Este pop up precisa estar disponivel ainda hoje até 20:00 horas horário de Brasilia Brasil";67;497;fixed;entre 50 y 100 usd;cancelled;VERDADEIRO;2025-7-10, 16:40
3163193;6964428;6967145;US;rebuy;landing-page-wordpress-com-formularios-e-whatsapp-integrado;Landing Page (Wordpress) Com Formulários e whatsapp integrado;"Criação de Landing Page Institucional e Comercial em WordPress

Descrição do projeto:
Estamos em busca de um freelancer com experiência em web design e WordPress para desenvolver uma landing page institucional e comercial para nossa empresa.

A página deverá ser criada com base na identidade visual já existente da marca e terá como objetivo explicar claramente o propósito da empresa e atrair novos clientes.

Requisitos da landing page:

Design alinhado à identidade visual da empresa (cores, tipografia, estilo)

Estrutura responsiva e moderna

Conteúdo institucional e comercial explicando o propósito da empresa

Integração com WhatsApp (botão de contato)

Formulário de preenchimento (nome, e-mail, telefone, etc.)

Os dados preenchidos no formulário devem ser enviados para o e-mail da empresa

Boa performance e tempo de carregamento otimizado

Diferenciais:

Experiência com criação de páginas de alta conversão

Conhecimento em ux/ui

portfólio com trabalhos semelhantes

interessados, por favor enviem portfólio e tempo estimado para entrega.";437;747;fixed;entre 50 y 100 usd;finished;VERDADEIRO;2025-7-10, 16:44
3163196;11111186;11113872;BR;new;busca-imoveis;Busca Imoveis;"Olá! Estou em busca de um web designer/desenvolvedor para criar uma plataforma de busca de imóveis.
O projeto envolve o desenvolvimento de um site onde usuários finais poderão pesquisar imóveis (casas, apartamentos, terrenos, etc.) Utilizando filtros avançados de localização, preço e características.
Para corretores e imobiliárias, a plataforma oferecerá um painel de controle exclusivo com login e senha, permitindo o cadastro e gerenciamento de seus anúncios, incluindo upload de fotos, vídeos e descrições detalhadas.

Se você tem expertise em desenvolvimento web, por favor, entre em contato para discutirmos o projeto em detalhes.";67;497;fixed;entre 0 y 50 usd;open;VERDADEIRO;2025-7-10, 16:44
3163197;12258453;12261528;MX;new;diseno-de-portaretrato-personalizado-para-hotel-y-huespedes;Diseño de Portaretrato Personalizado para Hotel y Huéspedes;Se requiere el diseño de un portaretrato único y atractivo, destinado a ser impreso en cartón y entregado como obsequio a los huéspedes de nuestro hotel. El diseño debe ser adaptable para impresión, considerando las características del cartón como material final. Es fundamental que el portaretrato refleje la identidad de marca del hotel, incorporando elementos visuales que refuercen nuestra imagen. Se busca un diseño creativo, funcional y de alta calidad que sirva como un recuerdo memorable para nuestros visitantes. El freelancer deberá entregar los archivos finales listos para imprenta.;437;676;fixed;entre 0 y 50 usd;open;FALSO;2025-7-10, 16:44
3163202;33686;33686;BR;new;ux-ui-designer-para-marketplace-b2b-figma;?? Ux/Ui Designer para marketplace B2b (Figma);Precisamos de ux/ui designer experiente para criar wireframes, protótipos e design system de um marketplace b2b (resinas plásticas). Entregas em Figma. Projeto com 2 a 4 semanas de duração. Enviar portfólio SaaS ou B2B.;437;747;fixed;entre 500 y 1000 usd;open;FALSO;2025-7-10, 16:45
3163205;266487;266596;BR;rebuy;conversao-de-arquivo-autocad-de-malha-para-solido-para-solidworks;Conversão de Arquivo Autocad de Malha para Sólido para Solidworks;Preciso de um profissional para converter um arquivo de AutoCAD que está em formato de malha (mesh) para um modelo sólido. O objetivo é que este arquivo sólido possa ser aberto e trabalhado no SolidWorks, especificamente para a criação de um molde. Trata-se de um único arquivo, e a conversão deve garantir a integridade e a precisão do modelo para o processo de design do molde.;545;876;fixed;entre 0 y 50 usd;open;VERDADEIRO;2025-7-10, 16:47
